Individual/SHOP,Exchange_Type,State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange?(Yes_or_No),SADP_Only,Plan_ID,Plan_Type,QHP or SADP?,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received_Out_of_Network,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_Out_of_Network,Issuer_Claims_Denied_In_Network,Issuer_Claims_Resubmitted_Out_of_Network,Issuer_Claims_Resubmitted_In_Network,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received_Out_of_Network,Plan_Number_Claims_Received_In_Network,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_In_Network,Plan_Number_Claims_Resubmitted_Out_of_Network,Plan_Number_Claims_Resubmitted_In_Network,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Due_To_Out_Of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,Plan_Number_Claims_Denied_Due_To_Administrative_Reason,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment,source_sheet,Issuer_Claims_Received_Out_of_Network_suppressed,Issuer_Claims_Received_In_Network_suppressed,Issuer_Claims_Denied_Out_of_Network_suppressed,Issuer_Claims_Denied_In_Network_suppressed,Issuer_Claims_Resubmitted_Out_of_Network_suppressed,Issuer_Claims_Resubmitted_In_Network_suppressed,Issuer_Internal_Appeals_Filed_suppressed,Issuer_Number_Internal_Appeals_Overturned_suppressed,Issuer_Percent_Internal_Appeals_Overturned_suppressed,Issuer_External_Appeals_Filed_suppressed,Issuer_Number_External_Appeals_Overturned_suppressed,Issuer_Percent_External_Appeals_Overturned_suppressed,Plan_Number_Claims_Received_Out_of_Network_suppressed,Plan_Number_Claims_Received_In_Network_suppressed,Plan_Number_Claims_Denied_Out_of_Network_suppressed,Plan_Number_Claims_Denied_In_Network_suppressed,Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,Plan_Number_Claims_Resubmitted_In_Network_suppressed,Plan_Number_Claims_Denied_Referral_Required_suppressed,Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,Plan_Number_Claims_Denied_Services_Excluded_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,Plan_Number_Claims_Denied_Other_suppressed,Average Monthly Enrollment_suppressed,Average Monthly Disenrollment_suppressed,rule_anomaly,rule_reason,ml_prediction,ml_anomaly,ml_anomaly_score,final_anomaly,anomaly_type,severity
SHOP,FFE,WI,"Security Health Plan of Wisconsin, Inc.",38166,No,No,38166WI0300009,HMO,QHP,Gold,http://www.securityhealth.org/find-a-plan/member-responsibilities,57574.0,1306739.0,26688.0,247191.0,2583.0,42462.0,258.0,168.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16472870747639468,False,NORMAL,NORMAL
SHOP,FFE,WI,"Security Health Plan of Wisconsin, Inc.",38166,No,No,38166WI0300010,HMO,QHP,Silver,http://www.securityhealth.org/find-a-plan/member-responsibilities,57574.0,1306739.0,26688.0,247191.0,2583.0,42462.0,258.0,168.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16472870747639468,False,NORMAL,NORMAL
SHOP,FFE,WI,"Security Health Plan of Wisconsin, Inc.",38166,No,No,38166WI0300011,HMO,QHP,Silver,http://www.securityhealth.org/find-a-plan/member-responsibilities,57574.0,1306739.0,26688.0,247191.0,2583.0,42462.0,258.0,168.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16472870747639468,False,NORMAL,NORMAL
SHOP,FFE,WI,"Security Health Plan of Wisconsin, Inc.",38166,No,No,38166WI0300012,HMO,QHP,Bronze,http://www.securityhealth.org/find-a-plan/member-responsibilities,57574.0,1306739.0,26688.0,247191.0,2583.0,42462.0,258.0,168.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16472870747639468,False,NORMAL,NORMAL
SHOP,FFE,WI,"Security Health Plan of Wisconsin, Inc.",38166,No,No,38166WI0300013,HMO,QHP,Bronze,http://www.securityhealth.org/find-a-plan/member-responsibilities,57574.0,1306739.0,26688.0,247191.0,2583.0,42462.0,258.0,168.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16472870747639468,False,NORMAL,NORMAL
SHOP,FFE,WI,"Security Health Plan of Wisconsin, Inc.",38166,No,No,38166WI0300014,HMO,QHP,Silver,http://www.securityhealth.org/find-a-plan/member-responsibilities,57574.0,1306739.0,26688.0,247191.0,2583.0,42462.0,258.0,168.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.16472870747639468,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0280001,PPO,QHP,Platinum,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.11621885058364106,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0340001,PPO,QHP,Gold,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.11621885058364106,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0380001,PPO,QHP,Silver,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.11621885058364106,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0430001,PPO,QHP,Bronze,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.11621885058364106,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0670001,PPO,QHP,Gold,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,2320.0,499765.0,961.0,29198.0,201.0,51049.0,1063.0,1429.0,12224.0,2225.0,55.0,4908.0,49.0,14.0,7890.0,302.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.020874109974958754,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0680001,PPO,QHP,Silver,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,167.0,38681.0,54.0,2353.0,13.0,3386.0,67.0,161.0,1186.0,133.0,,302.0,0.0,,552.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,False,,1,False,0.11569461234328648,False,NORMAL,NORMAL
SHOP,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0760001,PPO,QHP,Gold,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,204199.0,10704172.0,181561.0,2038603.0,40988.0,869832.0,5200.0,2608.0,50.15,13.0,0.0,0.0,0.0,125.0,0.0,125.0,0.0,48.0,0.0,0.0,,0.0,0.0,0.0,114.0,0.0,,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,False,,1,False,0.11723053917677206,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350001,PPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,73.0,332.0,21.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,False,,1,False,0.17694720186657587,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350002,PPO,QHP,Bronze,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1735243349624367,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350003,PPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,33.0,1061.0,,185.0,,45.0,50.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.17473454148077822,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350005,PPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,46.0,2294.0,18.0,153.0,,120.0,55.0,,71.0,0.0,,0.0,0.0,0.0,0.0,36.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,False,,1,False,0.1756218601563972,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350006,PPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,,420.0,,47.0,0.0,14.0,32.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,,1,False,0.17576495370982198,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350007,PPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,42.0,1633.0,15.0,113.0,12.0,105.0,62.0,,38.0,0.0,0.0,0.0,0.0,0.0,,21.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,False,,1,False,0.17471854237736711,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350008,PPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,18.0,2339.0,,149.0,0.0,179.0,77.0,,51.0,0.0,0.0,0.0,0.0,0.0,,17.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,False,,1,False,0.175024838082443,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350012,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,,668.0,0.0,91.0,0.0,75.0,18.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.17522525163843677,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350013,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,38.0,2279.0,,137.0,0.0,155.0,40.0,0.0,70.0,0.0,0.0,,0.0,0.0,0.0,27.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,,1,False,0.17487560183933754,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350014,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,36.0,1147.0,24.0,73.0,,49.0,27.0,,26.0,0.0,0.0,,0.0,0.0,0.0,27.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,False,,1,False,0.17479094238408566,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350015,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,15.0,497.0,,16.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,False,,1,False,0.1758705780798681,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350016,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,115.0,3306.0,87.0,401.0,,134.0,123.0,,191.0,,0.0,0.0,0.0,0.0,0.0,169.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,False,,1,False,0.17679910283781858,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350019,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,23.0,962.0,13.0,87.0,0.0,42.0,69.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1740286281924351,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350023,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,14.0,1642.0,,72.0,,96.0,42.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.17473454148077822,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350024,PPO,QHP,Gold,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,46.0,838.0,0.0,51.0,0.0,22.0,17.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,,1,False,0.1735243349624367,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350027,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,,189.0,0.0,,0.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,False,,1,False,0.17686908981561805,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350028,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,16.0,422.0,,75.0,0.0,42.0,23.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1734955206224707,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350031,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1735243349624367,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350032,PPO,QHP,Platinum,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,,128.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.17707980087952707,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350033,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1735243349624367,False,NORMAL,NORMAL
SHOP,SPE,NH,Anthem Health Plans of NH(Anthem BCBS),57601,No,No,57601NH0350034,PPO,QHP,Silver,https://www.anthem.com/ms/claims/home.html,4704.0,28677.0,751.0,2555.0,91.0,1389.0,160.0,71.0,44.38,,0.0,,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,,,SHOP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,1,False,0.1735243349624367,False,NORMAL,NORMAL
